cdr_id,msisdn,call_type,start_time,duration_sec,destination,circle,roaming_flag,charged_amount
123277,9308216567,Outgoing,2025-10-17 04:18:00,2231,9994423776,Odisha,false,18.59
123278,9978560726,Incoming,2026-06-06 21:24:00,1303,9493893665,Rajasthan,false,10.86
123279,9327980832,Outgoing,2026-03-09 08:22:00,484,9420375435,Rajasthan,false,4.03
123280,9321333856,Incoming,2025-12-02 09:28:00,3015,9823094172,Punjab,false,25.12
123281,9851820385,Outgoing,2025-10-20 06:53:00,1930,9313678796,Chennai,false,16.08
123282,9208965329,Outgoing,2025-11-24 21:27:00,831,9162637098,Kerala,false,6.92
123283,9463668576,Incoming,2026-07-25 02:15:00,1079,9806845698,Tamil Nadu,false,8.99
123284,9273518405,Outgoing,2025-10-20 10:55:00,981,9190709640,Haryana,false,8.18
123285,9477724014,Outgoing,2025-12-12 01:25:00,640,9802275811,UP East,false,5.33
123286,9371549245,Incoming,2026-01-16 01:01:00,2471,9416108450,Rajasthan,false,20.59
123287,9064891572,Outgoing,2026-04-12 21:06:00,609,9034785365,Chennai,false,5.08
123288,9021931666,Incoming,2026-05-19 01:50:00,429,9208965329,Mumbai,false,3.58
123289,9856519072,Outgoing,2026-01-09 03:04:00,1901,9295772775,Chennai,false,15.84
123290,9107697011,Incoming,2026-06-29 08:33:00,1768,9689247721,Andhra Pradesh,false,14.73
123291,9134124999,Outgoing,2026-07-27 21:10:00,2945,9930876997,Haryana,false,24.54
123292,9369324639,Incoming,2026-07-23 23:26:00,2800,9407553646,Delhi,true,23.33
123293,9232233025,Incoming,2026-04-22 06:53:00,462,9043010004,Andhra Pradesh,false,3.85
123294,9079626966,Incoming,2026-06-09 08:13:00,1417,9592347229,Maharashtra,false,11.81
123295,9894939802,Incoming,2026-07-30 05:14:00,3446,9115823345,Rajasthan,false,28.72
123296,9259123143,Outgoing,2026-02-17 09:59:00,1702,9752772693,Maharashtra,false,14.18
123297,9828061191,Incoming,2025-11-12 16:14:00,3361,9595025974,UP West,false,28.01
123298,9709825566,Outgoing,2026-04-11 14:16:00,3542,9230345583,Delhi,false,29.52
123299,9691727530,Outgoing,2026-02-19 17:31:00,2248,9297583812,MP,true,18.73
123300,9788982046,Outgoing,2026-01-29 22:44:00,1686,9492976650,West Bengal,false,14.05
123301,9232719194,Outgoing,2025-10-25 17:20:00,3522,9411188296,Odisha,false,29.35
123302,9967505537,Incoming,2026-05-02 15:04:00,1842,9380046773,Assam,false,15.35
123303,9367558754,Incoming,2026-07-19 09:36:00,3522,9181233002,Delhi,false,29.35
123304,9232719194,Outgoing,2026-02-05 00:51:00,2651,9455872401,Odisha,true,22.09
123305,9308216567,Outgoing,2025-09-22 14:36:00,3039,9795544732,Odisha,false,25.32
123306,9355689364,Outgoing,2025-10-05 12:42:00,2096,9434189384,West Bengal,false,17.47
123307,9695482165,Incoming,2026-04-14 03:58:00,2882,9411479425,West Bengal,false,24.02
123308,9219509211,Incoming,2025-11-17 15:40:00,2597,9104425091,Tamil Nadu,false,21.64
123309,9719632210,Incoming,2026-07-31 09:05:00,1306,9081824058,Karnataka,false,10.88
123310,9146794714,Outgoing,2026-03-23 17:32:00,1450,9224872223,Bihar,false,12.08
123311,9334731107,Incoming,2026-01-06 04:54:00,3003,9744056667,Mumbai,false,25.02
123312,9188673168,Outgoing,2026-01-12 07:43:00,3335,9517862781,West Bengal,true,27.79
123313,9148313134,Outgoing,2026-08-02 10:24:00,1333,9747624885,Haryana,false,11.11
123314,9176460828,Outgoing,2026-03-18 01:07:00,1623,9840225052,UP East,false,13.53
123315,9438301819,Incoming,2026-02-12 17:09:00,2422,9753074007,Odisha,false,20.18
123316,9828392404,Outgoing,2026-05-06 01:18:00,2100,9684474610,Kerala,false,17.50
123317,9698778491,Incoming,2025-10-22 10:07:00,210,9995034278,Odisha,false,1.75
123318,9862651057,Incoming,2026-07-12 00:22:00,1716,9005893517,Rajasthan,false,14.30
123319,9103984895,Outgoing,2025-10-02 09:52:00,3333,9420426042,Assam,false,27.77
123320,9545111208,Outgoing,2025-08-27 23:52:00,3554,9697512853,Haryana,false,29.62
123321,9872274431,Outgoing,2026-02-03 01:25:00,3387,9309761084,Tamil Nadu,false,28.23
123322,9922134619,Outgoing,2026-01-24 14:00:00,2654,9129360373,Haryana,false,22.12
123323,9740571075,Incoming,2026-02-04 18:19:00,184,9072131475,Gujarat,false,1.53
123324,9372545972,Incoming,2025-09-02 23:54:00,2848,9420426042,Andhra Pradesh,false,23.73
123325,9680862390,Outgoing,2025-12-26 08:24:00,2349,9422283441,Mumbai,false,19.57
123326,9555413097,Outgoing,2025-12-11 01:30:00,400,9422585977,Rajasthan,false,3.33
123327,9627345231,Incoming,2026-06-29 01:43:00,3200,9766377365,Chennai,false,26.67
123328,9874395494,Outgoing,2026-06-30 11:39:00,1905,9700118735,UP West,false,15.88
123329,9665334272,Incoming,2026-03-06 08:34:00,2072,9181990715,MP,false,17.27
123330,9083313677,Outgoing,2025-10-02 07:30:00,1102,9796716218,West Bengal,false,9.18
123331,9885021510,Incoming,2026-03-13 23:12:00,161,9882152260,Punjab,false,1.34
123332,9815153288,Outgoing,2025-10-14 07:42:00,1986,9860419605,Tamil Nadu,false,16.55
123333,9866771832,Outgoing,2025-10-27 09:44:00,397,9797431875,Chennai,false,3.31
123334,9924300529,Outgoing,2026-06-09 16:58:00,1856,9077070593,MP,false,15.47
123335,9511071231,Incoming,2025-09-03 11:39:00,3034,9275111806,Kerala,false,25.28
123336,9208884637,Incoming,2026-05-31 00:20:00,938,9027799141,Odisha,false,7.82
123337,9059956673,Outgoing,2026-04-07 22:03:00,176,9740122199,Mumbai,false,1.47
123338,9160988351,Outgoing,2025-12-27 20:13:00,794,9858537522,UP East,true,6.62
123339,9563395473,Outgoing,2025-09-30 16:48:00,754,9334731107,Rajasthan,false,6.28
123340,9961535300,Outgoing,2025-12-22 20:49:00,1903,9877697818,UP East,false,15.86
123341,9662896417,Outgoing,2026-06-14 09:04:00,278,9645143560,Karnataka,false,2.32
123342,9919835101,Incoming,2026-02-15 17:26:00,3223,9665334272,Assam,true,26.86
123343,9557039032,Outgoing,2026-03-25 14:38:00,2185,9190709640,Odisha,false,18.21
123344,9463409228,Outgoing,2026-03-01 09:17:00,474,9373936459,Bihar,false,3.95
123345,9502449412,Incoming,2026-02-11 04:35:00,3464,9648125035,Karnataka,false,28.87
123346,9996944401,Incoming,2026-03-29 04:16:00,2880,9829595142,Assam,false,24.00
123347,9356224399,Outgoing,2026-02-04 03:43:00,3439,9748138129,Kolkata,false,28.66
123348,9801875959,Incoming,2026-06-12 15:04:00,2912,,Gujarat,true,24.27
123349,9998955932,Outgoing,2025-11-07 23:34:00,724,9203084819,Bihar,false,6.03
123350,9124152834,Outgoing,2026-07-28 11:34:00,2561,9949597990,West Bengal,false,21.34
123351,9495356155,Outgoing,2026-07-11 08:51:00,1747,9601122096,Bihar,false,14.56
123352,9240102837,Incoming,2026-01-21 05:09:00,2732,9757547702,Bihar,false,22.77
123353,9248297607,Outgoing,2026-03-26 00:42:00,3136,,Kolkata,false,26.13
123354,9399502473,Outgoing,2025-12-21 21:38:00,3555,9880356285,Kerala,false,29.62
123355,9023427973,Outgoing,2026-06-29 02:48:00,2266,9739996816,Kolkata,false,18.88
123356,9259191672,Outgoing,2026-07-10 07:49:00,3412,9658225449,Bihar,false,28.43
123357,9088065007,Outgoing,2026-04-13 13:39:00,713,9116656864,UP East,false,5.94
123358,9312938340,Incoming,2026-05-20 16:16:00,89,9111218305,UP West,false,0.74
123359,9740512270,Incoming,2025-09-12 16:54:00,886,9870804539,Kerala,false,7.38
123360,9500986080,Incoming,2025-09-25 18:49:00,1579,9977841631,UP West,false,13.16
123361,9807652232,Outgoing,2026-04-07 16:51:00,1772,9865560183,Gujarat,false,14.77
123362,9619105728,Incoming,2025-10-19 00:20:00,1057,9676483041,MP,false,8.81
123363,9191762701,Incoming,2026-02-18 20:27:00,467,9275087498,Punjab,false,3.89
123364,9369337271,Outgoing,2026-01-29 15:25:00,1974,9508243198,Kolkata,false,16.45
123365,9821653555,Incoming,2026-07-20 11:20:00,2695,9191762701,West Bengal,false,22.46
123366,9470263545,Incoming,2026-03-15 23:07:00,3324,,Maharashtra,false,27.70
123367,9029344093,Outgoing,2025-08-16 17:19:00,503,9647547109,West Bengal,false,4.19
123368,9993465409,Incoming,2026-03-15 15:03:00,2172,9644345116,West Bengal,false,18.10
123369,9190709640,Incoming,2025-08-21 09:15:00,3269,9509668614,Mumbai,false,27.24
123370,9086985638,Incoming,2025-11-16 11:42:00,2496,9622848354,Andhra Pradesh,false,20.80
123371,9112906826,Outgoing,2025-12-27 12:00:00,305,9598580352,Kolkata,false,2.54
123372,9087797012,Outgoing,2026-06-24 00:46:00,174,9083313677,Punjab,false,1.45
123373,9029980269,Outgoing,2026-04-11 00:29:00,1870,9785090735,Gujarat,false,15.58
123374,9931329415,Outgoing,2025-08-21 17:34:00,1561,9398341199,UP West,false,13.01
123375,9971919649,Incoming,2026-06-03 14:36:00,293,9996027488,Karnataka,false,2.44
123376,9498654061,Incoming,2026-01-18 18:54:00,1483,9077746305,Karnataka,false,12.36
123377,9181990715,Incoming,2026-02-04 11:47:00,1325,9997960664,Kerala,false,11.04
123378,9616760643,Incoming,2025-08-18 05:09:00,3133,9309119050,Gujarat,false,26.11
123379,9096455686,Outgoing,2026-03-25 01:19:00,3011,9787853361,Delhi,false,25.09
123380,9978180673,Outgoing,2026-03-28 08:34:00,3199,9857972103,Kerala,false,26.66
123381,9806988607,Outgoing,2026-04-22 13:08:00,53,9721639898,Andhra Pradesh,false,0.44
123382,9536196460,Outgoing,2025-12-11 16:27:00,784,9398299414,Chennai,false,6.53
123383,9435693139,Incoming,2026-08-01 14:54:00,638,9172158268,Assam,false,5.32
123384,9773178668,Outgoing,2025-12-21 14:17:00,945,9747624885,UP East,false,7.88
123385,9233872183,Incoming,2026-05-25 02:33:00,2524,9091949746,UP East,false,21.03
123386,9873313711,Incoming,2026-05-04 11:21:00,2864,9374066522,Andhra Pradesh,false,23.87
123387,9227325705,Outgoing,2026-07-05 12:26:00,13,9941173721,Bihar,false,0.11
123388,9946791534,Incoming,2026-07-05 03:37:00,2635,9885140567,Rajasthan,false,21.96
123389,9441556937,Incoming,2025-11-25 19:15:00,608,9797267197,Maharashtra,false,5.07
123390,9370121582,Outgoing,2026-07-07 09:08:00,863,9788244076,Tamil Nadu,false,7.19
123391,9152707815,Outgoing,2026-03-29 22:14:00,1764,9114759813,Odisha,false,14.70
123392,9885140567,Incoming,2026-03-10 22:51:00,2799,9653115828,Kerala,false,23.32
123393,9479521121,Incoming,2025-10-04 18:53:00,170,9867842317,Punjab,false,1.42
123394,9906871524,Outgoing,2026-02-24 00:07:00,2298,9447509773,Bihar,false,19.15
123395,9635295299,Outgoing,2026-06-04 20:23:00,2736,9674276930,Andhra Pradesh,false,22.80
123396,9772590440,Outgoing,2026-07-17 22:54:00,643,9259087799,Maharashtra,false,5.36
123397,9806188014,Outgoing,2026-05-20 01:30:00,2791,9614746957,Rajasthan,false,23.26
123398,9272183248,Incoming,2026-07-23 04:41:00,1583,9904464900,Kolkata,false,13.19
123399,9761991359,Outgoing,2026-04-03 19:13:00,2263,9873334549,UP West,false,18.86
123400,9061874421,Incoming,2026-03-19 15:04:00,2711,9367476675,MP,false,22.59
123401,9806192469,Outgoing,2026-02-27 05:01:00,617,9829595142,Maharashtra,false,5.14
123402,9077746305,Incoming,2025-10-12 05:08:00,295,9752772693,Kolkata,true,2.46
123403,9614483616,Outgoing,2025-12-27 01:07:00,1174,9717149097,West Bengal,false,9.78
123404,9686067800,Outgoing,2025-11-10 22:20:00,1394,9408224445,Andhra Pradesh,false,11.62
123405,9485845898,Outgoing,2026-05-10 18:38:00,3140,9234135465,UP West,false,26.17
123406,9309726863,Incoming,2025-10-20 17:33:00,3331,9230345583,MP,false,27.76
123407,9165146274,Outgoing,2026-02-26 09:05:00,2142,9579317328,Andhra Pradesh,false,17.85
123408,9775907278,Incoming,2025-10-27 14:31:00,451,,Kolkata,false,3.76
123409,9463409228,Outgoing,2026-08-06 11:59:00,815,9817708292,Bihar,false,6.79
123410,9200751886,Incoming,2026-03-22 07:38:00,1225,9449516645,Mumbai,false,10.21
123411,9259087799,Outgoing,2026-03-12 15:32:00,2897,9399502473,Tamil Nadu,false,24.14
123412,9268684760,Incoming,2026-07-01 12:18:00,2542,9320419026,Assam,false,21.18
123413,9607160117,Incoming,2026-03-03 15:55:00,2146,9951316861,Punjab,false,17.88
123414,9697692022,Outgoing,2026-04-29 17:00:00,3479,9362307452,Delhi,false,28.99
123415,9741440412,Incoming,2025-12-29 16:52:00,53,9585803522,MP,false,0.44
123416,9740696272,Incoming,2025-11-27 16:11:00,1064,9712497034,Maharashtra,false,8.87
123417,9144036581,Incoming,2026-06-16 02:22:00,3188,9593224677,UP West,false,26.57
123418,9468913991,Outgoing,2025-10-11 04:41:00,2832,9072417610,Rajasthan,false,23.60
123419,9002256290,Outgoing,2025-10-30 02:09:00,2866,9612229971,UP West,false,23.88
123420,9808246308,Incoming,2026-01-08 04:21:00,879,9046106102,Maharashtra,true,7.33
123421,9103984895,Incoming,2025-12-11 03:05:00,811,9468913991,Assam,false,6.76
123422,9907924082,Outgoing,2025-10-23 19:39:00,1283,9358375261,Kolkata,false,10.69
123423,9778890936,Incoming,2026-07-24 10:37:00,2275,9894317164,Punjab,false,18.96
123424,9083313677,Incoming,2026-08-08 21:26:00,1516,,West Bengal,false,12.63
123425,9283416454,Outgoing,2025-12-04 20:00:00,2157,9105248169,Kolkata,false,17.98
123426,9618242440,Outgoing,2025-11-04 23:44:00,45,9208884637,Mumbai,false,0.38
123427,9452982688,Outgoing,2026-01-29 21:20:00,2676,9326104172,Kerala,false,22.30
123428,9983356172,Outgoing,2026-04-28 18:47:00,2137,,Odisha,false,17.81
123429,9670666235,Incoming,2025-10-03 00:34:00,616,9199093591,Chennai,false,5.13
123430,9054093769,Incoming,2026-02-02 04:27:00,2429,9890977992,UP East,false,20.24
123431,9074413160,Incoming,2026-07-14 15:30:00,3486,9441556937,Kolkata,false,29.05
123432,9439466067,Incoming,2026-05-05 22:42:00,2498,9135110188,Mumbai,false,20.82
123433,9406746988,Incoming,2025-10-06 05:32:00,2662,9037911462,Haryana,false,22.18
123434,9932056913,Outgoing,2025-09-30 14:14:00,1067,9250376333,Delhi,false,8.89
123435,9064761468,Incoming,2026-04-25 17:02:00,903,9326104172,Gujarat,false,7.53
123436,9194060115,Incoming,2025-10-12 07:55:00,2712,9996944401,Rajasthan,false,22.60
123437,9370616912,Outgoing,2026-04-04 15:13:00,70,9565346338,Karnataka,false,0.58
123438,9658056089,Outgoing,2026-06-08 16:46:00,3073,9398809993,MP,true,25.61
123439,9170017491,Incoming,2025-08-17 05:45:00,2543,9684703922,Haryana,false,21.19
123440,9660714080,Outgoing,2026-06-29 20:57:00,3595,9236504333,UP East,false,29.96
123441,9971919649,Incoming,2026-05-14 10:47:00,2560,9021931666,Karnataka,false,21.33
123442,9242730233,Incoming,2025-12-28 21:37:00,2872,9419412817,UP West,false,23.93
123443,9883058079,Incoming,2026-01-18 02:06:00,2677,9123125121,Gujarat,false,22.31
123444,9511071231,Outgoing,2026-03-22 17:25:00,420,9585777720,Kerala,false,3.50
123445,9775636869,Outgoing,2025-08-08 04:46:00,1534,9130899315,Haryana,false,12.78
123446,9421841153,Incoming,2026-01-27 23:46:00,2107,9042806619,Odisha,false,17.56
123447,9288974991,Incoming,2026-03-11 05:46:00,3446,9592347229,UP East,false,28.72
123448,9646713440,Outgoing,2026-07-12 07:22:00,12,9658225449,Gujarat,false,0.10
123449,9538448491,Incoming,2025-08-17 09:27:00,3495,9460203900,UP West,false,29.12
123450,9526783920,Incoming,2025-10-18 22:22:00,3051,9725756966,Punjab,false,25.43
123451,9892073721,Outgoing,2025-09-28 13:44:00,3053,9226140523,West Bengal,false,25.44
123452,9011323002,Outgoing,2026-01-27 15:37:00,1156,9701765990,MP,false,9.63
123453,9784533955,Outgoing,2026-07-29 09:57:00,334,,Assam,false,2.78
123454,9943606523,Outgoing,2025-09-11 17:57:00,377,9158781453,Chennai,false,3.14
123455,9430336986,Outgoing,2025-09-06 10:02:00,3269,9065164218,Gujarat,false,27.24
123456,9025367205,Incoming,2026-03-29 05:29:00,645,9408224445,West Bengal,false,5.38
123457,9400994219,Outgoing,2026-01-01 00:31:00,3524,9704644560,Punjab,false,29.37
123458,9088911836,Outgoing,2026-02-10 10:18:00,53,9081824058,Odisha,false,0.44
123459,9665103464,Incoming,2026-04-05 05:45:00,470,9781262871,Tamil Nadu,false,3.92
123460,9256463561,Outgoing,2025-12-27 10:43:00,2804,9806192469,UP East,false,23.37
123461,9465179100,Outgoing,2026-01-02 04:18:00,2786,9731762453,Karnataka,false,23.22
123462,9647547109,Incoming,2025-09-26 18:44:00,783,9784369393,Bihar,false,6.53
123463,9148791684,Outgoing,2026-06-21 15:04:00,1410,9079626966,Mumbai,false,11.75
123464,9388371465,Outgoing,2026-07-27 23:10:00,2227,9741755655,MP,false,18.56
123465,9170017491,Incoming,2025-12-13 16:05:00,1769,9344975865,Bihar,false,14.74
123466,9846121822,Incoming,2026-06-25 22:01:00,2377,9075886366,Haryana,false,19.81
123467,9756865116,Outgoing,2025-11-17 10:00:00,1035,9448401668,Punjab,false,8.62
123468,9897468864,Outgoing,2025-08-16 01:01:00,2838,9891938702,MP,false,23.65
123469,9387079174,Outgoing,2026-04-25 17:33:00,1882,9912890254,Haryana,false,15.68
123470,9263974247,Outgoing,2026-01-30 01:00:00,2146,9356702006,UP West,false,17.88
123471,9937196625,Incoming,2026-03-16 14:36:00,2865,9259191672,Punjab,false,23.88
123472,9788506080,Outgoing,2026-05-03 16:26:00,1229,9971399378,Bihar,false,10.24
123473,9992816237,Incoming,2026-01-03 14:55:00,150,9839192936,Delhi,true,1.25
123474,9684474610,Outgoing,2026-08-07 07:22:00,2549,9114353759,Gujarat,false,21.24
123475,9397527837,Outgoing,2026-03-24 23:05:00,1950,9014590644,Karnataka,false,16.25
123476,9262020684,Incoming,2026-06-29 06:20:00,2431,9873484372,West Bengal,false,20.26
123477,9459437746,Incoming,2026-04-24 04:17:00,1292,9900785731,MP,false,10.77
123478,9857601735,Outgoing,2026-02-25 03:49:00,1650,9890704486,Delhi,false,13.75
123479,9456351512,Outgoing,2025-09-19 23:28:00,1230,9087797012,Odisha,false,10.25
123480,9817598267,Incoming,2026-05-23 13:50:00,343,9711559117,Tamil Nadu,false,2.86
123481,9741554062,Incoming,2025-08-10 19:46:00,2124,9470322610,Odisha,false,17.70
123482,9501364426,Outgoing,2025-09-21 01:38:00,688,9955512973,Chennai,false,5.73
123483,9439779851,Incoming,2026-06-21 13:18:00,1868,9148065394,Odisha,true,15.57
123484,9402694174,Incoming,2026-02-05 13:40:00,425,9275087498,Delhi,false,3.54
123485,9775907278,Outgoing,2025-11-15 03:23:00,2451,9456227804,Kolkata,false,20.43
123486,9932103004,Incoming,2025-10-08 00:14:00,3203,9861951594,MP,false,26.69
123487,9147719208,Incoming,2025-08-25 16:02:00,346,9614032373,Andhra Pradesh,false,2.88
123488,9539856591,Outgoing,2025-10-19 00:13:00,1853,9637296958,Haryana,false,15.44
123489,9785090735,Outgoing,2025-12-06 17:37:00,610,9568124974,MP,false,5.08
123490,9140736554,Outgoing,2025-09-25 05:01:00,1047,9538388870,Kerala,false,8.72
123491,9277826289,Incoming,2026-07-21 20:12:00,391,9741695592,Kolkata,false,3.26
123492,9148612750,Outgoing,2025-12-25 02:09:00,450,9397508951,Gujarat,false,3.75
123493,9080143701,Incoming,2025-09-21 06:12:00,455,9534037566,MP,false,3.79
123494,9926167789,Outgoing,2026-03-11 23:10:00,3242,9441556937,Assam,false,27.02
123495,9773254753,Outgoing,2026-07-25 20:14:00,1166,9785090735,Andhra Pradesh,false,9.72
123496,9791189402,Incoming,2026-07-25 17:45:00,1328,9320578433,Chennai,false,11.07
123497,9848469260,Incoming,2026-07-31 23:15:00,2390,9978560726,Mumbai,false,19.92
123498,9789135342,Incoming,2026-07-16 11:13:00,2884,9081824058,Kerala,false,24.03
123499,9077070593,Incoming,2025-10-20 07:05:00,469,9424025458,MP,false,3.91
123500,9371549245,Outgoing,2025-10-10 22:38:00,381,9129656577,Rajasthan,false,3.17
123501,9719827192,Incoming,2025-12-08 05:33:00,2023,9130522288,Maharashtra,false,16.86
123502,9241963318,Incoming,2026-02-15 06:09:00,2168,9894016125,Maharashtra,false,18.07
123503,9029980269,Outgoing,2026-08-04 03:37:00,1118,9295578289,Gujarat,false,9.32
123504,9240528424,Incoming,2026-01-20 12:23:00,3028,9688445641,Kolkata,false,25.23
123505,9946822836,Outgoing,2025-12-26 16:59:00,500,9252070773,Punjab,false,4.17
123506,9594089145,Incoming,2025-09-15 11:14:00,1905,9721469059,Maharashtra,false,15.88
123507,9900201809,Incoming,2025-12-13 16:53:00,900,9867821564,West Bengal,false,7.50
123508,9317348294,Outgoing,2025-10-25 02:53:00,1113,9160525441,UP West,false,9.28
123509,9908680706,Incoming,2026-01-04 09:15:00,3057,9848390634,Rajasthan,false,25.48
123510,9591608837,Outgoing,2026-01-08 01:16:00,2672,9875416206,Odisha,false,22.27
123511,9430907594,Incoming,2025-12-06 11:48:00,1710,9920250453,Kerala,false,14.25
123512,9416028817,Outgoing,2026-01-25 12:33:00,2635,9165146274,Delhi,false,21.96
123513,9196208552,Outgoing,2025-11-10 21:22:00,2605,9435693139,UP West,false,21.71
123514,9901203840,Incoming,2026-01-25 21:05:00,329,9741695592,Tamil Nadu,false,2.74
123515,9908925990,Incoming,2025-10-31 20:27:00,3352,9572054664,Assam,true,27.93
123516,9167460172,Outgoing,2026-07-19 21:45:00,1522,9873887410,Karnataka,false,12.68
123517,9740571075,Incoming,2026-05-16 00:28:00,3290,9695482165,Gujarat,false,27.42
123518,9369877332,Outgoing,2025-12-16 17:13:00,1321,9482276814,Rajasthan,false,11.01
123519,9416108450,Outgoing,2025-11-05 06:16:00,1503,9955512973,MP,false,12.53
123520,9691364042,Outgoing,2025-10-16 12:40:00,2953,9912600675,Maharashtra,false,24.61
123521,9275111806,Outgoing,2026-01-28 18:31:00,2555,9865185140,Punjab,false,21.29
123522,9798258896,Incoming,2026-03-02 04:21:00,2820,9155431658,Mumbai,true,23.50
123523,9780561985,Incoming,2025-10-05 14:12:00,2201,9042613413,Karnataka,false,18.34
123524,9313231210,Outgoing,2026-02-09 04:29:00,2571,9083677629,Andhra Pradesh,false,21.43
123525,9877576008,Incoming,2025-11-08 04:21:00,1655,9807008463,Mumbai,false,13.79
123526,9586461558,Incoming,2025-11-25 17:54:00,1662,9591608837,West Bengal,false,13.85
123527,9735981530,Incoming,2026-04-23 00:04:00,3119,9586461558,MP,false,25.99
123528,9492459494,Outgoing,2025-09-23 03:08:00,595,9217844289,Andhra Pradesh,true,4.96
123529,9811278299,Incoming,2026-03-16 04:22:00,1791,9116656864,Kerala,false,14.93
123530,9870804539,Incoming,2026-05-28 16:33:00,951,9076766655,Karnataka,false,7.92
123531,9979932880,Outgoing,2026-07-31 01:13:00,3506,9895381807,Punjab,false,29.22
123532,9628422431,Outgoing,2025-09-02 10:52:00,569,9645221979,Bihar,false,4.74
123533,9718463342,Incoming,2025-10-28 00:48:00,601,9645221979,Delhi,false,5.01
123534,9822818672,Incoming,2025-10-17 09:42:00,3290,9565346338,Gujarat,false,27.42
123535,9114353759,Incoming,2026-05-25 22:48:00,252,9827224344,Kerala,false,2.10
123536,9919172025,Outgoing,2025-12-01 14:15:00,1876,9438301819,West Bengal,false,15.63
123537,9689173742,Outgoing,2025-09-24 21:57:00,1157,9514554089,Odisha,false,9.64
123538,9686984591,Outgoing,2026-04-21 06:39:00,598,9718463342,UP East,true,4.98
123539,9248297607,Outgoing,2025-12-29 11:45:00,3331,9055719603,Kolkata,false,27.76
123540,9705670142,Incoming,2025-09-28 12:54:00,726,9013609628,UP West,true,6.05
123541,9609672328,Incoming,2026-07-12 12:49:00,1742,9080143701,MP,false,14.52
123542,9350331807,Incoming,2025-09-12 22:19:00,1614,9612267016,Odisha,false,13.45
123543,9355413214,Outgoing,2026-05-21 21:35:00,2469,9339314182,Karnataka,false,20.57
123544,9124236477,Outgoing,2026-01-13 02:21:00,2743,9054061669,Delhi,false,22.86
123545,9275239680,Incoming,2026-05-27 09:15:00,2655,9924300529,Maharashtra,false,22.12
123546,9785090735,Outgoing,2026-07-14 06:26:00,2196,9891236284,MP,false,18.30
123547,9155922083,Incoming,2025-11-13 23:01:00,2239,9184298947,Chennai,false,18.66
123548,9096596402,Outgoing,2025-10-31 23:17:00,3230,9585845616,UP East,false,26.92
123549,9011323002,Outgoing,2025-08-09 03:07:00,3102,9645469135,MP,false,25.85
123550,9013658026,Incoming,2026-03-12 12:46:00,2847,9001622884,Haryana,false,23.73
123551,9493893665,Outgoing,2025-10-22 15:11:00,2331,9474495323,Mumbai,false,19.43
123552,9828392404,Incoming,2026-02-27 09:20:00,2631,9429642099,Kerala,false,21.93
123553,9316479699,Outgoing,2026-06-05 20:54:00,3235,9720507464,Maharashtra,false,26.96
123554,9184840683,Incoming,2025-10-12 07:27:00,2400,9806845698,Gujarat,false,20.00
123555,9913235075,Outgoing,2025-12-03 10:05:00,2884,9827284871,UP West,false,24.03
123556,9873313711,Outgoing,2026-06-17 03:02:00,27,9645469135,Kerala,false,0.23
123557,9123125121,Outgoing,2025-10-02 04:42:00,1524,9308264635,Odisha,false,12.70
123558,9303403675,Incoming,2026-04-26 06:41:00,265,9217844289,Gujarat,false,2.21
123559,9234135465,Outgoing,2026-06-23 10:48:00,2599,9377857775,UP East,false,21.66
123560,9902358584,Outgoing,2026-07-13 07:09:00,246,9785090735,Kolkata,false,2.05
123561,9546552108,Outgoing,2025-08-15 11:06:00,729,9686640704,Maharashtra,false,6.08
123562,9042806619,Incoming,2026-07-29 08:15:00,1446,9269473610,Tamil Nadu,false,12.05
123563,9426694626,Outgoing,2025-12-08 16:44:00,3392,9439466067,Kerala,false,28.27
123564,9134124999,Incoming,2026-08-01 15:59:00,779,9987962847,Haryana,false,6.49
123565,9083677629,Outgoing,2025-12-23 23:51:00,379,9131833841,Andhra Pradesh,false,3.16
123566,9914544297,Incoming,2026-05-05 09:46:00,276,9034026055,Gujarat,false,2.30
123567,9502424314,Incoming,2025-08-24 15:56:00,454,9188707264,Gujarat,false,3.78
123568,9784337777,Incoming,2026-02-12 23:44:00,2560,9716307887,Gujarat,false,21.33
123569,9039545349,Incoming,2026-02-11 20:24:00,3279,9133706007,Andhra Pradesh,false,27.32
123570,9549651023,Incoming,2025-10-02 23:22:00,3274,9170336332,Kolkata,false,27.28
123571,9059956673,Incoming,2026-02-23 03:15:00,3463,9611966675,Mumbai,false,28.86
123572,9775636869,Incoming,2026-07-04 20:42:00,2605,9431187970,Haryana,false,21.71
123573,9812450030,Outgoing,2026-06-04 11:34:00,1214,9696216448,Chennai,false,10.12
123574,9943945568,Outgoing,2026-05-06 10:35:00,1601,9444695995,Punjab,false,13.34
123575,9856696852,Incoming,2025-08-18 20:35:00,882,9421841153,Tamil Nadu,false,7.35
123576,9856321230,Incoming,2025-10-14 07:33:00,442,9322342923,Delhi,false,3.68
123577,9076511358,Incoming,2025-10-23 12:33:00,1848,9587968564,Tamil Nadu,false,15.40
123578,9504867370,Incoming,2026-05-07 19:42:00,725,9983962374,Bihar,false,6.04
123579,9434013329,Outgoing,2025-10-04 20:11:00,875,9798260963,Rajasthan,false,7.29
123580,9651730485,Incoming,2026-07-12 14:34:00,3502,9366952000,Delhi,false,29.18
123581,9999880197,Incoming,2025-08-13 00:21:00,371,9699484617,Chennai,false,3.09
