sim_id,iccid,msisdn,sim_type,status,issue_date
7459,89014797904891001378,9114600526,Nano,Active,2024-08-08
7460,89014949350550276788,9412028031,Nano,Active,2026-05-12
7461,89014001227581922840,9979054945,Nano,Blocked,2022-02-14
7462,89014285421804426435,9309308363,Nano,Active,2022-12-01
7463,89014290893071142036,9158781453,Nano,Active,2024-11-01
7464,89014479832764653841,9589109415,Nano,Inactive,2025-10-29
7465,89014482878588053546,9852722715,Nano,Active,2026-02-08
7466,89014602264133999803,9472560051,Nano,Blocked,2023-05-31
7467,89014998538709872967,9275421825,Nano,Inactive,2023-03-18
7468,89014963363385567647,9420426042,Nano,Inactive,2025-02-03
7469,89014078198415124017,9114380351,Nano,Active,2023-02-09
7470,89014707730977679061,9716091254,Nano,Active,2022-09-09
7471,89014599798349186788,9303771920,Nano,Inactive,2021-09-27
7472,89014820030361790373,9378084252,Micro,Active,2024-11-25
7473,89014283884842770394,9810572739,Nano,Active,2023-12-05
7474,89014662641941320509,9761991359,Nano,Inactive,2024-08-19
7475,89014853666155929128,9414448159,Nano,Active,2026-07-04
7476,89014162434304209483,9310444428,Nano,Active,2025-06-03
7477,89014759516523001433,9456057502,Nano,Active,2025-08-09
7478,89014297589955121447,9398299414,Nano,Inactive,2023-12-10
7479,89014630778407086293,9500664448,Nano,Active,2023-10-21
7480,89014261060096815493,9005893517,Nano,Active,2025-06-10
7481,89014490299395429453,9753947818,Nano,Blocked,2023-09-14
7482,89014911028335049687,9846121822,Nano,Blocked,2022-09-21
7483,89014327515170576598,9416157507,Micro,Active,2022-06-14
7484,89014096468984715904,9399502473,Nano,Inactive,2022-01-18
7485,89014770677900349727,9482276814,Nano,Active,2024-02-24
7486,89014586585864780832,9594089145,Nano,Active,2025-08-29
7487,89014927295100237986,9903888218,Nano,Active,2024-10-09
7488,89014372008955863362,9902358584,Micro,Active,2024-10-06
7489,89014996593158774811,9522483758,Nano,Active,2024-04-01
7490,89014759101531082838,9893415964,Nano,Active,2024-10-24
7491,89014149667309544229,9691333074,Nano,Active,2024-08-29
7492,89014392833146213877,9258124177,Nano,Active,2023-07-14
7493,89014610396339860304,9922134619,Micro,Active,2025-11-27
7494,89014040201235212322,9151845996,Micro,Active,2024-09-07
7495,89014462710996493667,9897798393,Nano,Active,2023-11-05
7496,89014446805970606356,9928984615,Nano,Active,2023-09-23
7497,89014250246252732096,9791384703,Nano,Inactive,2022-03-26
7498,89014708072759427556,9821490395,Nano,Active,2022-11-23
7499,89014870373404094152,9729483133,Nano,Active,2023-10-16
7500,89014237226916210745,9670666235,Nano,Active,2026-06-02
7501,89014598432096247919,9720814920,Nano,Active,2024-04-04
7502,89014151226455226609,9947492471,Nano,Active,2021-12-27
7503,89014798246269580572,9301619244,Nano,Active,2025-08-27
7504,89014412040716631715,9727470475,Nano,Active,2025-08-02
7505,89014918244862579970,9721758190,Nano,Active,2022-01-05
7506,89014442642588577171,9586461558,Micro,Active,2026-06-03
7507,89014858576301337056,9059113934,Micro,Active,2024-10-15
7508,89014653772146170674,9086985638,Micro,Active,2024-05-24
7509,89014839150569391604,9361631556,Nano,Active,2022-11-25
7510,89014840766555028135,9612926908,Nano,Blocked,2023-05-11
7511,89014558898959564473,9452736120,Nano,Active,2025-09-25
7512,89014986227388138038,9706826673,Nano,Active,2023-09-23
7513,89014082550878238157,9399897805,Nano,Active,2026-01-23
7514,89014648926411124946,9816667374,Nano,Inactive,2024-07-29
7515,89014112992292831850,9700118735,Micro,Active,2026-01-19
7516,89014918027053496511,9440421150,Nano,Blocked,2025-08-08
7517,89014256778086504397,9662896417,Micro,Active,2021-12-28
7518,89014335534049265679,9325737452,Nano,Active,2024-01-27
7519,89014231951957829769,9514554089,Nano,Inactive,2023-05-06
7520,89014507333032049784,9773254753,Nano,Inactive,2025-11-10
7521,89014600054196214350,9148612750,Nano,Inactive,2023-12-21
7522,89014049726697798798,9785992954,Nano,Active,2026-04-19
7523,89014726978020891672,9654775411,Nano,Active,2024-01-31
7524,89014283895035039702,9959700796,Nano,Active,2022-06-02
7525,89014003010769380712,9516681609,Nano,Active,2023-06-24
7526,89014773099186391852,9894939802,Nano,Active,2026-03-07
7527,89014779565425652487,9920250453,Micro,Active,2026-07-11
7528,89014550097184978365,9738777859,Nano,Active,2024-12-25
7529,89014610238072775872,9087839213,Micro,Active,2025-04-16
7530,89014922329138318501,9928200032,Nano,Active,2022-11-03
7531,89014069998038151263,9322342923,Nano,Blocked,2022-10-29
7532,89014204166872964215,9724554396,Nano,Active,2025-07-07
7533,89014470912001537362,9579542300,Micro,Inactive,2025-03-11
7534,89014803492696954409,9704440552,Nano,Active,2026-06-08
7535,89014615281376540621,9778721551,Nano,Active,2021-10-07
7536,89014563284133843471,9335507529,Nano,Active,2026-06-14
7537,89014644814928488606,9721469059,Nano,Active,2025-04-26
7538,89014456177347058975,9904237613,Nano,Inactive,2024-12-14
7539,89014329434040234195,9213080579,Nano,Inactive,2022-11-05
7540,89014205992179328129,9889162484,Nano,Active,2025-06-10
7541,89014570398341423685,9904464900,Nano,Active,2022-01-19
7542,89014142627972733641,9774389219,Nano,Active,2025-10-03
7543,89014900249172215609,9226140523,Nano,Active,2025-02-21
7544,89014076312292787134,9710323285,Micro,Active,2021-08-16
7545,89014225464417242476,9440968565,Nano,Active,2026-07-13
7546,89014467475151804999,9180579219,Nano,Active,2022-01-31
7547,89014334704013626484,9864830782,Nano,Inactive,2025-03-11
7548,89014974659662192093,9594823692,Nano,Active,2025-06-01
7549,89014521785658001052,9321284528,Nano,Active,2022-12-26
7550,89014598792708881717,9333067701,Nano,Active,2023-04-14
7551,89014242243036187954,9874232179,Nano,Inactive,2023-09-16
7552,89014899882445327824,9659889840,Nano,Active,2023-09-01
7553,89014776500428581047,9393065630,Nano,Active,2025-07-01
7554,89014613342801252455,9112030342,Nano,Inactive,2023-10-21
7555,89014949268567051840,9072131475,Nano,Active,2022-07-28
7556,89014338978273517650,9740571075,Nano,Active,2022-01-11
7557,89014217292811637565,9775636869,Micro,Active,2023-02-02
7558,89014047872992326090,9565082034,Nano,Active,2024-05-19
7559,89014542010297708544,9492459494,Nano,Active,2022-07-10
7560,89014760749121506810,9332185537,Nano,Inactive,2024-11-10
7561,89014236678743241963,9588907707,Nano,Active,2024-02-10
7562,89014589854757714140,9989569477,Micro,Active,2023-03-27
7563,89014921472731467850,9107589329,Nano,Active,2025-08-29
7564,89014145838883783056,9272768772,Nano,Blocked,2022-12-19
7565,89014906191501470041,9609672328,Nano,Inactive,2024-06-03
7566,89014269660397615998,9904667284,Nano,Active,2024-12-26
7567,89014549504657163105,9912600675,Nano,Active,2023-12-13
7568,89014918996759058246,9455982650,Micro,Active,2025-03-22
7569,89014259251412214067,9330836010,Nano,Active,2024-08-11
7570,89014586828813693196,9492238773,Micro,Active,2026-05-12
7571,89014749123498513139,9183764811,Micro,Active,2024-01-17
7572,89014480370025321920,9946791534,Nano,Active,2022-11-24
7573,89014443396160386289,9047797926,Nano,Active,2021-09-28
7574,89014077209453412029,9890267090,Nano,Active,2022-01-27
7575,89014038729989512203,9746640394,Nano,Active,2026-01-12
7576,89014411099209812883,9110172562,Nano,Active,2022-05-17
7577,89014532315227800881,9823094172,Nano,Active,2023-05-15
7578,89014190335645665679,9548617618,Nano,Active,2023-06-18
7579,89014653254616173630,9040106848,Nano,Active,2024-11-05
7580,89014154963119926080,9925257820,Nano,Active,2021-12-27
7581,89014330747817151654,9258117595,Nano,Active,2021-12-07
7582,89014116162773712516,9055719603,Nano,Inactive,2022-02-19
7583,89014968283898596097,9815290082,Nano,Active,2026-04-17
7584,89014107527526852925,9904117280,Micro,Active,2026-04-07
7585,89014448268756086799,9832630587,Nano,Blocked,2021-12-15
7586,89014611099280808266,9865299351,Nano,Active,2022-06-26
7587,89014786306670313784,9141509800,Nano,Active,2024-09-07
7588,89014067605453927840,9726423917,Micro,Inactive,2024-08-25
7589,89014917110447422357,9014590644,Nano,Active,2021-08-14
7590,89014360807595985046,9789114780,Nano,Active,2023-02-02
7591,89014219929210152752,9740236194,Micro,Inactive,2023-06-12
7592,89014773906041360320,9740696272,Nano,Active,2025-11-08
7593,89014743049085734753,9341689563,Nano,Active,2021-08-13
7594,89014314617003702406,9098193204,Micro,Active,2026-07-05
7595,89014200422818895335,9053076264,Nano,Inactive,2024-11-12
7596,89014661060082933287,9115823345,Nano,Active,2025-01-04
7597,89014798778975894675,9747509650,Nano,Inactive,2023-03-04
7598,89014106237352402659,9121760064,Nano,Active,2025-01-26
7599,89014420401031353300,9535231148,Nano,Active,2024-01-31
7600,89014875413141040490,9483401426,Nano,Inactive,2024-09-16
7601,89014939345465029920,9313678796,Micro,Active,2023-07-04
7602,89014964417168583182,9025077405,Micro,Active,2026-01-28
7603,89014449666375354872,9460440138,Nano,Active,2022-01-28
7604,89014945143842863960,9772590440,Nano,Active,2024-08-08
7605,89014940687934652366,9925020665,Nano,Inactive,2023-02-28
7606,89014704716157408976,9890825533,Nano,Inactive,2025-04-13
7607,89014430559511729973,9538996963,Nano,Active,2026-02-26
7608,89014930041174233011,9794517860,Micro,Active,2025-05-19
7609,89014715039950004738,9283317877,Nano,Active,2026-03-01
7610,89014615419910649795,9470547842,Nano,Active,2025-01-15
7611,89014506952867976633,9742370033,Nano,Active,2023-02-11
7612,89014767122162463662,9214026495,Micro,Active,2023-12-01
7613,89014590956802552030,9789135342,Nano,Active,2024-11-26
7614,89014429563746577987,9601204325,Nano,Active,2022-04-09
7615,89014138090805720331,9614746957,Nano,Active,2022-11-22
7616,89014343536932973712,9630673196,Nano,Active,2025-05-25
7617,89014543259615149669,9167460172,Micro,Active,2025-08-27
7618,89014755545186917972,9314936354,Nano,Active,2023-12-04
7619,89014107762766040827,9449516645,Nano,Active,2025-08-24
7620,89014220870769334979,9177510663,Nano,Active,2024-06-28
7621,89014494734056390222,9593562461,Nano,Inactive,2025-07-24
7622,89014604784382988753,9034026055,Nano,Active,2022-06-21
7623,89014762132071306293,9454072380,Nano,Active,2026-05-27
7624,89014425322019521937,9930876997,Nano,Active,2025-01-18
7625,89014688733470192490,9009488118,Nano,Active,2026-08-07
7626,89014723052248269702,9463821945,Micro,Inactive,2024-10-08
7627,89014359112840181770,9268261094,Micro,Active,2023-05-16
7628,89014252363601842504,9134104277,Nano,Active,2023-01-28
7629,89014051188797163609,9996944401,Nano,Blocked,2021-10-26
7630,89014933294562930177,9712497034,Nano,Active,2025-10-04
7631,89014274412594290260,9351486610,Nano,Active,2026-03-07
7632,89014424187545309795,9177859595,Nano,Active,2022-01-31
7633,89014470482789885142,9645469135,Micro,Inactive,2022-12-20
7634,89014650914365651072,9286115084,Micro,Active,2022-05-05
7635,89014428102445837708,9181045136,Nano,Active,2024-09-07
7636,89014979668179860679,9042835025,Nano,Blocked,2023-10-03
7637,89014375962880026938,9877032550,Micro,Inactive,2024-01-03
7638,89014375335990755382,9096433764,Nano,Blocked,2024-08-29
7639,89014332423250334272,9059956673,Nano,Active,2023-11-21
7640,89014965973087144767,9135110188,Nano,Active,2022-04-07
7641,89014995969788908471,9100297432,Nano,Inactive,2025-07-01
7642,89014253394706855216,9994952510,Nano,Blocked,2025-07-08
7643,89014367378629383341,9431076863,Nano,Inactive,2025-02-18
7644,89014912773186141896,9054061669,Nano,Active,2022-12-10
7645,89014179364348369824,9380481498,Nano,Active,2025-08-03
7646,89014122909503811796,9096455686,Nano,Active,2022-01-11
7647,89014135258259684713,9763705774,Nano,Inactive,2022-02-18
7648,89014197003315196715,9706989348,Nano,Active,2023-06-09
7649,89014952120671306186,9422871170,Nano,Inactive,2021-11-12
7650,89014427795894225717,9504867370,Nano,Blocked,2023-10-13
7651,89014689319313217277,9559938913,Nano,Active,2021-12-21
7652,89014840741252371685,9867157154,Nano,Active,2024-08-16
7653,89014560602191465150,9282426979,Nano,Active,2024-07-05
7654,89014772438358098273,9446331140,Nano,Active,2025-06-29
7655,89014808053170339504,9987353400,Nano,Active,2024-01-19
7656,89014590907185877545,9019733557,Nano,Active,2022-07-10
7657,89014689767732872930,9812222875,Nano,Active,2025-01-30
7658,89014109817803802764,9156397765,Nano,Active,2022-02-20
7659,89014220232333327903,9388371465,Micro,Inactive,2026-05-26
7660,89014203253895512511,9784369393,Micro,Active,2023-09-12
7661,89014770588425461695,9555263470,Nano,Active,2025-03-14
7662,89014168834437887901,9515624822,Nano,Inactive,2026-03-23
7663,89014521646455833586,9083259626,Nano,Active,2022-11-24
7664,89014519244098712874,9431652707,Nano,Blocked,2023-06-12
7665,89014929919080873383,9444695995,Nano,Active,2022-02-11
7666,89014291655388600484,9355426056,Nano,Blocked,2026-01-03
7667,89014388977907611412,9029344093,Micro,Active,2023-09-21
7668,89014522990595806225,9576974808,Nano,Active,2024-05-09
7669,89014573178483581986,9212555103,Nano,Active,2025-01-07
7670,89014952648889563110,9822818672,Nano,Active,2026-04-19
7671,89014856769507104894,9964118269,Nano,Active,2022-11-10
7672,89014756209672910939,9188673168,Nano,Active,2022-12-27
7673,89014343526383330778,9434013329,Nano,Active,2025-10-11
7674,89014224618561363318,9448548158,Nano,Active,2023-11-18
7675,89014318692072673250,9106431298,Nano,Active,2022-05-29
7676,89014341983527843277,9995034278,Nano,Active,2024-12-21
7677,89014972977124920557,9946822836,Nano,Active,2021-12-10
7678,89014267467446408186,9736384200,Nano,Active,2023-10-05
7679,89014347257005694812,9527366290,Nano,Inactive,2023-03-08
7680,89014980765157255190,9703879517,Nano,Active,2025-08-16
7681,89014979240381047229,9436276620,Nano,Active,2024-10-03
7682,89014944309248726197,9839182337,Nano,Active,2025-01-01
7683,89014592468510118491,9342857406,Nano,Inactive,2022-05-01
7684,89014522925680781855,9212842238,Micro,Active,2026-02-08
7685,89014546972075602049,9152707815,Nano,Active,2023-11-24
7686,89014818572366998523,9589107492,Nano,Active,2025-09-24
7687,89014956880765757748,9897468864,Nano,Active,2022-11-23
7688,89014543560473784215,9454030533,Micro,Active,2023-02-26
7689,89014816722703637351,9169326437,Nano,Blocked,2022-03-22
7690,89014440592431654424,9978319834,Nano,Active,2026-07-08
7691,89014465757039482065,9602551473,Nano,Active,2026-08-04
7692,89014174778154701474,9724234404,Nano,Active,2024-06-11
7693,89014574050685566791,9711635050,Nano,Inactive,2022-10-02
7694,89014850637212769306,9317348294,Nano,Active,2022-04-03
7695,89014319788268816920,9812576347,Nano,Inactive,2023-08-26
7696,89014517127994430196,9355413214,Nano,Inactive,2026-01-12
7697,89014777132191998323,9739996816,Nano,Active,2024-09-21
7698,89014205901530501106,9779978154,Nano,Active,2025-10-03
7699,89014013057266934909,9720042887,Nano,Active,2024-04-15
7700,89014472226302583896,9608399385,Nano,Active,2025-05-22
7701,89014108517280315930,9496696399,Micro,Active,2024-07-10
7702,89014263569902082884,9567082556,Nano,Active,2022-01-09
7703,89014011705254307241,9160988351,Nano,Active,2025-10-04
7704,89014616855418194440,9335158995,Nano,Active,2026-02-11
7705,89014558558556546024,9168507590,Nano,Active,2023-10-29
7706,89014530887814867040,9377857775,Nano,Active,2023-09-30
7707,89014938905136576909,9890977992,Micro,Active,2025-03-25
7708,89014447426667255870,9676065242,Micro,Inactive,2023-09-13
7709,89014771807847039170,9890726303,Nano,Active,2024-05-26
7710,89014418885587790223,9460203900,Nano,Active,2025-10-20
7711,89014340573693772228,9203084819,Nano,Active,2026-02-05
7712,89014285934962431735,9906522113,Nano,Blocked,2024-10-29
7713,89014224790871674428,9527541428,Nano,Active,2024-05-05
7714,89014646876907871309,9479646706,Nano,Active,2023-05-18
7715,89014663666413652129,9760746650,Nano,Active,2022-12-19
7716,89014954996720472565,9170340840,Nano,Active,2022-10-20
7717,89014586027609090186,9005122765,Nano,Active,2024-04-25
7718,89014694210105132300,9415190237,Nano,Active,2025-12-04
7719,89014924191817244833,9262534628,Nano,Active,2026-07-26
7720,89014577711210652609,9304916653,Micro,Active,2024-07-06
7721,89014086321526800346,9181106569,Nano,Active,2026-02-27
7722,89014474153999080076,9878292863,Nano,Active,2023-07-13
7723,89014367900083047688,9440774688,Nano,Active,2022-08-22
7724,89014887210507261270,9049333405,Micro,Active,2022-11-05
7725,89014187613813581065,9924300529,Nano,Active,2025-11-14
7726,89014318271808531086,9650566117,Nano,Inactive,2024-05-16
7727,89014559785751974773,9885621225,Nano,Active,2024-12-31
7728,89014316356015697819,9171524016,Nano,Active,2026-06-18
7729,89014396375842128563,9126973951,Nano,Active,2023-08-20
7730,89014855433760815718,9235523264,Nano,Active,2024-05-27
7731,89014615451232098017,9686067800,Nano,Active,2023-03-31
7732,89014671558321849484,9272337351,Nano,Active,2025-07-19
7733,89014008120454741783,9725946196,Nano,Active,2022-12-23
7734,89014279460275093892,9234135465,Nano,Active,2021-11-11
7735,89014440432556046579,9026308350,Nano,Active,2023-04-06
7736,89014922804323420576,9363955032,Nano,Inactive,2023-06-04
7737,89014178017185492501,9407553646,Nano,Inactive,2022-06-21
7738,89014314128063545533,9430959230,Nano,Active,2024-07-17
7739,89014338051626748270,9672939857,Nano,Active,2025-12-20
7740,89014538585434979005,9493943514,Nano,Blocked,2026-06-19
7741,89014272356420175523,9121106707,Nano,Active,2023-07-24
7742,89014119332542916308,9009237649,Nano,Active,2024-08-23
7743,89014219756311458899,9053069055,Micro,Active,2022-04-05
7744,89014909468987506529,9313231210,Nano,Active,2024-02-17
7745,89014897396139270380,9233348615,Micro,Active,2021-09-22
7746,89014062030201611695,9695482165,Nano,Active,2022-12-29
7747,89014817877202337488,9362307452,Nano,Active,2025-04-01
7748,89014983303508424116,9331976937,Nano,Active,2021-12-08
7749,89014437108050464101,9645417845,Nano,Active,2023-04-24
7750,89014492374688061630,9305396013,Nano,Active,2021-12-22
7751,89014151438225301012,9829595142,Micro,Active,2022-02-19
7752,89014735099333873306,9594019997,Nano,Active,2024-11-17
7753,89014486144030591308,9461000693,Micro,Blocked,2025-06-09
7754,89014434248805313775,9991659092,Nano,Inactive,2025-12-26
7755,89014752671377358816,9068472035,Nano,Blocked,2023-10-11
7756,89014007279242817417,9680862390,Nano,Active,2022-10-18
7757,89014636114957914946,9152447228,Nano,Active,2025-01-05
7758,89014438290780683479,9711304849,Micro,Blocked,2022-12-12
7759,89014050760968229617,9259460539,Nano,Active,2022-07-27
7760,89014703728639954174,9472368462,Nano,Active,2024-11-07
7761,89014896251881842362,9017069079,Nano,Inactive,2024-04-18
7762,89014428220869650091,9754894574,Nano,Active,2024-01-11
7763,89014480918561418469,9901203840,Nano,Active,2024-12-04
7764,89014226644665422902,9466472070,Nano,Active,2025-03-10
7765,89014907835507058945,9038261701,Nano,Active,2024-11-24
7766,89014275989122357910,9199149452,Micro,Active,2025-05-25
7767,89014800283693802060,9148791684,Nano,Active,2026-01-11
7768,89014498092178600324,9081824058,Nano,Active,2025-04-30
7769,89014985715244395193,9371549245,Nano,Active,2024-02-26
7770,89014917946876799295,9892959600,Nano,Inactive,2022-11-26
7771,89014259153589612513,9943945568,Nano,Active,2022-07-30
7772,89014205221088783817,9720507464,Micro,Active,2022-08-14
7773,89014202268190871394,9678650673,Nano,Active,2026-07-03
7774,89014629646097856553,9975245843,Nano,Active,2024-09-13
7775,89014621901874442186,9906013754,Nano,Active,2021-08-15
7776,89014394284803127281,9222670368,Micro,Active,2022-10-20
7777,89014536599395566590,9717149097,Micro,Active,2022-09-03
7778,89014766542423045403,9605184717,Nano,Active,2023-08-30
7779,89014346467831313637,9828545976,Nano,Active,2025-06-12
7780,89014132612674078793,9199165101,Nano,Active,2024-04-25
7781,89014941027475912110,9958894190,Nano,Active,2025-05-21
7782,89014175030212641157,9699985030,Micro,Active,2023-07-28
7783,89014571553292218106,9679711118,Nano,Active,2021-12-10
7784,89014388789572010691,9258836568,Micro,Active,2023-04-25
7785,89014643214576642618,9815153288,Nano,Active,2025-01-24
7786,89014198255825053053,9861142110,Nano,Active,2021-10-23
7787,89014342576987822247,9343908179,Nano,Active,2025-04-24
7788,89014475259553434463,9134947253,Micro,Active,2023-01-05
7789,89014601515848538654,9273823732,Nano,Active,2025-11-09
7790,89014767164908344062,9495006663,Nano,Active,2022-01-10
7791,89014129834812887754,9323227777,Nano,Inactive,2024-05-16
7792,89014904995244480582,9767716927,Nano,Active,2024-04-01
7793,89014413172913438812,9769153700,Nano,Active,2026-06-14
7794,89014409732345732558,9280959290,Nano,Active,2023-05-30
7795,89014637185474353297,9376973273,Nano,Blocked,2023-12-19
7796,89014135560485565661,9371194810,Nano,Active,2023-12-06
7797,89014797014106908591,9919172025,Nano,Inactive,2021-10-22
7798,89014713012921914175,9961240954,Nano,Active,2023-12-03
7799,89014489965297940511,9236406566,Nano,Inactive,2026-03-05
7800,89014123242008378698,9816713290,Nano,Active,2024-07-16
7801,89014233936237676828,9200751886,Micro,Active,2025-11-30
7802,89014337392618883377,9708459887,Nano,Active,2025-11-20
7803,89014995295062576636,9044284795,Nano,Blocked,2024-07-17
7804,89014273358901197378,9435693139,Nano,Active,2025-12-28
7805,89014079309678025614,9569631128,Nano,Active,2025-05-11
7806,89014619694838742794,9873910138,Nano,Active,2025-01-13
7807,89014038185706525497,9076526144,Nano,Active,2026-04-18
7808,89014083819574906265,9957020920,Nano,Active,2024-11-19
7809,89014298900572796486,9261794508,Nano,Inactive,2022-09-18
7810,89014554657865265032,9416028817,Nano,Active,2022-07-04
7811,89014687994983339436,9676483041,Micro,Active,2022-02-15
7812,89014054480546049782,9720847062,Nano,Active,2023-07-04
7813,89014018032742146165,9282199008,Nano,Active,2022-11-09
7814,89014960740437146568,9069298951,Nano,Active,2025-09-03
7815,89014784204498962953,9778890936,Micro,Active,2024-08-23
7816,89014109182205518536,9397391615,Nano,Active,2025-04-22
7817,89014449483685790011,9747624885,Micro,Inactive,2024-10-03
7818,89014794562851307302,9194060115,Micro,Active,2022-06-19
7819,89014773688336378088,9112084428,Nano,Active,2025-02-23
7820,89014582328673503721,,Nano,Active,2026-05-21
7821,89014128737540698011,,Nano,Active,2025-10-05
7822,89014629759248995962,,Micro,Active,2023-12-06
7823,89014712333260076180,,Nano,Inactive,2026-01-23
7824,89014924586810356539,,Nano,Active,2025-05-26
7825,89014381377280782898,,Nano,Active,2026-01-20
7826,89014664626294040333,,Nano,Active,2022-12-04
7827,89014922022478607455,,Nano,Active,2025-01-07
7828,89014666052645335099,,Nano,Inactive,2024-04-18
7829,89014193213870669304,,Nano,Active,2021-11-07
7830,89014558995893085204,,Nano,Blocked,2026-01-27
7831,89014307202349115115,,Nano,Active,2023-08-12
7832,89014714980256310032,,Nano,Active,2021-12-23
7833,89014972008860573303,,Nano,Active,2026-05-01
7834,89014497471451491440,,Nano,Active,2024-07-09
7835,89014355890343276730,,Nano,Active,2024-12-14
7836,89014741986989504570,,Nano,Active,2022-06-06
7837,89014201216240896588,,Nano,Active,2024-01-17
7838,89014995130085317148,,Nano,Active,2022-10-26
7839,89014836647036255295,,Nano,Active,2023-08-21
7840,89014106805343435425,,Nano,Inactive,2025-12-01
7841,89014582580759753733,,Nano,Active,2025-12-01
7842,89014709359884974550,,Nano,Blocked,2026-03-02
7843,89014267023966659905,,Nano,Active,2023-04-16
7844,89014142413726338198,,Nano,Active,2021-11-22
7845,89014391157856556510,,Nano,Active,2021-12-07
7846,89014708411363587772,,Nano,Inactive,2024-11-07
7847,89014668954298716528,,Nano,Active,2026-04-07
7848,89014874215937729988,,Nano,Active,2025-07-30
7849,89014998581312383259,,Nano,Active,2021-08-31
7850,89014091876469315327,,Nano,Active,2025-09-11
7851,89014746029267441465,,Nano,Inactive,2021-09-21
7852,89014993796622094042,,Nano,Active,2025-05-17
7853,89014141106021866120,,Nano,Active,2026-05-30
7854,89014099454225108319,,Nano,Active,2025-08-20
7855,89014813918904217876,,Nano,Active,2025-04-20
7856,89014266954462127193,,Nano,Inactive,2022-12-05
7857,89014315037077218748,,Nano,Inactive,2026-02-11
7858,89014669045723024045,,Nano,Active,2024-02-26
7859,89014459228493808388,,Nano,Active,2022-12-25
7860,89014133216894613083,,Nano,Blocked,2024-01-14
7861,89014784866667647316,,Nano,Active,2026-05-28
7862,89014588677400216080,,Nano,Active,2025-07-07
7863,89014711882466117643,,Nano,Active,2025-11-27
7864,89014782501611973308,,Nano,Active,2023-08-01
7865,89014754072352766009,,Nano,Active,2023-04-23
7866,89014468612569395805,,Nano,Active,2025-01-14
7867,89014086926646470780,,Nano,Inactive,2022-12-04
7868,89014817375595920618,,Nano,Active,2021-09-11
7869,89014887726669138516,,Nano,Inactive,2022-02-08
7870,89014749880692099014,,Nano,Active,2022-04-09
7871,89014492602064877001,,Nano,Active,2024-04-30
7872,89014148839066489950,,Nano,Active,2025-09-17
7873,89014234978829072640,,Micro,Active,2022-10-19
7874,89014655001234650728,,Nano,Inactive,2022-11-07
7875,89014315337984089450,,Nano,Active,2024-02-09
7876,89014484960668475108,,Nano,Active,2023-12-05
7877,89014709734970349983,,Nano,Active,2023-02-17
7878,89014502730759137673,,Nano,Active,2026-02-08
7879,89014210366614208105,,Nano,Active,2023-07-07
7880,89014144507158007778,,Nano,Blocked,2025-12-12
7881,89014424209319121636,,Nano,Active,2023-01-19
7882,89014994613872009860,,Nano,Active,2026-08-05
7883,89014086641323196549,,Nano,Active,2024-07-16
7884,89014865908273063040,,Nano,Active,2025-05-28
7885,89014849741421989395,,Nano,Active,2022-12-20
7886,89014033019381557025,,Nano,Active,2021-09-10
7887,89014957027946490859,,Nano,Active,2023-02-17
7888,89014180248774544661,,Micro,Active,2024-11-15
7889,89014498126272703359,,Nano,Active,2023-09-18
7890,89014264265290368634,,Nano,Active,2025-03-06
7891,89014114179813906035,,Nano,Active,2022-07-25
7892,89014005875495894491,,Micro,Active,2023-05-25
7893,89014480446265998191,,Nano,Active,2022-08-09
7894,89014050881032800707,,Micro,Active,2024-03-11
7895,89014417050605865510,,Nano,Active,2023-06-02
7896,89014746405717683823,,Micro,Active,2023-03-29
7897,89014341023106405439,,Nano,Active,2021-10-02
7898,89014981357544237570,,Nano,Active,2021-08-17
7899,89014558493350555356,,Nano,Active,2024-07-28
7900,89014535396611905318,,Micro,Active,2022-01-18
7901,89014120075631266516,,Nano,Active,2023-11-18
7902,89014248940528713365,,Nano,Inactive,2025-01-21
7903,89014599004632855697,,Nano,Active,2025-05-24
7904,89014984079535521119,,Nano,Active,2026-05-24
7905,89014977357008930530,,Nano,Active,2026-06-18
7906,89014913843131516797,,Nano,Active,2022-09-19
7907,89014163925519151405,,Nano,Blocked,2023-10-26
7908,89014227439813271743,,Nano,Active,2024-06-11
7909,89014756862175741234,,Nano,Active,2023-04-06
7910,89014860426071347251,,Nano,Active,2022-10-18
7911,89014355264039154037,,Nano,Active,2024-04-10
7912,89014816400695774648,,Nano,Active,2023-04-04
7913,89014406486227368815,,Nano,Active,2026-06-24
7914,89014148650307335091,,Nano,Active,2026-02-11
7915,89014437342803391318,,Nano,Active,2023-06-11
7916,89014043237974838012,,Nano,Active,2022-02-01
7917,89014648197703640965,,Nano,Blocked,2024-04-05
7918,89014031759652111625,,Nano,Active,2024-08-04
7919,89014859359254002837,,Nano,Inactive,2022-03-07
7920,89014351284171326772,,Nano,Active,2025-09-22
7921,89014743512870054175,,Micro,Active,2022-07-07
7922,89014598610372484600,,Nano,Inactive,2022-05-20
7923,89014743411506780812,,Nano,Active,2026-05-18
7924,89014963533772940743,,Nano,Active,2022-02-09
7925,89014517190811743417,,Nano,Active,2022-03-03
7926,89014383841630599659,,Nano,Active,2024-08-28
7927,89014159620670136018,,Micro,Inactive,2022-10-20
7928,89014171667007733169,,Nano,Active,2024-11-22
7929,89014603090326461434,,Nano,Active,2023-09-13
7930,89014004338006736657,,Nano,Active,2022-02-13
7931,89014193374496937170,,Nano,Active,2024-04-07
7932,89014529253145308534,,Nano,Active,2025-03-08
